Datetime,Tweet Id,Text,Username
2022-01-31 15:48:00+00:00,1488177253527793669,"@InterContLofi @AndrewJ48396979 @Occamzrzr @MahyarTousi @LozzaFox Delta was worse the older u got, I was bad with it for 3 days, I'd had 1 shot. He's slightly older than me so using basic odds derived from stats, he would be more likely to be hit fairly hard like I was. That's not a given he's most likely got omicron b.2 so we will never know.",Mark14418507
2022-01-31 15:48:00+00:00,1488177253259358211,European Businesses Ride Out the Omicron Wave https://t.co/38P10ONSMX via WSJ #news #WSJ,JacekWierzbicki
2022-01-31 15:48:00+00:00,1488177252017733634,"@NewstalkZB ""Nobody &amp;/or Organization is perfect."" ... Compare to the rest of the world, NZL's response to Covid-Delta-Omicron is amazing! ...
THANK-YOU PM-JACINDA, DIR-ASHLEY AND TEAMS  for what you have done so far. ...
[I have never voted other parties, only *NZFIRST*].",CK_NZL_1st
2022-01-31 15:47:58+00:00,1488177242974797830,"@DavidSteadson @kidcharles Scientists spent 18 months hoping for herd immunity, with vaccines. Delta popped the bubble. They didn’t lie. Scientific consensus takes time and data. Omicron makes people think infection control measures aren’t needed. They’re too far in front of the data. Who knows the future?",DaveAus23503512
2022-01-31 15:47:57+00:00,1488177239439011840,"@BryanH0073 @AngusReid @5kids1condo And given that reinfections can happen within 4 weeks with Omicron, if you really think getting it is inevitable, the next question becomes - how often?",graeme_0
2022-01-31 15:47:51+00:00,1488177214176727041,"@Laadybuuug @JustinTrudeau Maybe high risk people but I know many unvaccinated people that tested positive for Omicron. Asked them to describe how they were feeling and they likened it to the common cold. Stop the fear porn, some elderly people get hospitalized with a cold that can turn to pneumonia.",DefinitelyPam
2022-01-31 15:47:51+00:00,1488177212780163078,"European Businesses Ride Out the Omicron Wave

Via wsj : Mon, 31 Jan 2022, 10:13:00 GMT

https://t.co/g0D0ajo2Vq",auto_news_feed
2022-01-31 15:47:47+00:00,1488177196615155712,"@Lynne73 The guidelines were based on 1) data from pre Omicron and 2) not really much data, TBH.

The guidelines are telling you to do something that makes some (not enough) sense on a population level in the face of a very large wave but aren't a very good idea on an individual level.",genepedia
2022-01-31 15:47:43+00:00,1488177182392270848,"@MclovinMcAsian @sensiblemiddle “showed an ""antiviral effect"" against Omicron and other variants of coronavirus in joint non-clinical research.
The company, which has been working with Tokyo's Kitasato University on testing the drug as a potential treatment for COVID-19, did not provide further details.”",CascadiAntreefa
2022-01-31 15:47:42+00:00,1488177175874387979,Omicron turns Europe into world’s biggest Covid hotspot with France topping daily infections t … - Nearly 5 million infections we - https://t.co/hJHcXYhbYc,iWeller_health
2022-01-31 15:47:40+00:00,1488177169243291655,"@dgmoore75 @PauljeffScott And those who do have extremely mild symptoms due to the fact they are vaccinated.

Now, care to divulge the percentage of triple vaxxed who have tested positive for Covid/Omicron?",TirChonaillAbu
2022-01-31 15:47:38+00:00,1488177158711353346,"@Antonio_Caramia @TWenseleers @c_drosten @DrEricDing @dgurdasani1 @SGriffin_Lab ❓Why #Omicron is LESS worrying particularly if vaccinated or under 40 without pre existing conditions.

Plot of patients in MV mechanically ventilated beds https://t.co/rLafnnwSGt",MarkJohnsonTw
2022-01-31 15:47:38+00:00,1488177158128381957,Scientists are now monitoring for a contagious subvariant of the omicron coronavirus variant. https://t.co/RFSM7nIgnF,SalisburyPatch
2022-01-31 15:47:37+00:00,1488177156320542722,Scientists are now monitoring for a contagious subvariant of the omicron coronavirus variant. https://t.co/APlNshGlf5,SWhitehallPatch
2022-01-31 15:47:37+00:00,1488177156257726466,Scientists are now monitoring for a contagious subvariant of the omicron coronavirus variant. https://t.co/mUIKnb9EYv,BalaCynwydPatch
2022-01-31 15:47:37+00:00,1488177156131799042,Scientists are now monitoring for a contagious subvariant of the omicron coronavirus variant. https://t.co/4LNECcvUqJ,PerkiomenVPatch
2022-01-31 15:47:36+00:00,1488177149592879107,"Omicron variant increases concerns about long COVID and its causes
#123INFO
https://t.co/tJgUXmoHAO",123_INFO_USA
2022-01-31 15:47:27+00:00,1488177113161216001,"@JustinTrudeau If everyone is getting Omicron Covid, why take the risk with boosters? You have to be really blind 🙈😂",Kars00086420
2022-01-31 15:47:23+00:00,1488177097436770311,"Omicron Subtype BA.2 Could Extend An infection Wave, Authorities Say https://t.co/4TDqX4cRxX",Wilkensonknaggs
2022-01-31 15:47:18+00:00,1488177076222009355,@a_omicron @sportsfan_ian @Ippus21 @Reuters I have yet to research that but i just made it clear that its not expirimental anymore.,minecra89303046
2022-01-31 15:47:14+00:00,1488177058043858950,"JUST IN - Japan's Kowa in partnership with Kitasato University at Tokyo Medical University says ivermectin is effective against Omicron in phase III trial.

https://t.co/anioxol4bm

@disclosetv",ITSINURFACE
2022-01-31 15:47:13+00:00,1488177053056778245,@kinsellawarren This rather undermines the case for mandatory vaccination when 3x vaccinated Trudeau has just got covid. If Trudeau had 1/2 a brain cell in his skull he would postpone any vaccine requirement for Truckers until a Omicron specific booster has come out that will actually work.,PeterNBarker
2022-01-31 15:47:11+00:00,1488177044882362373,"Even if you say it ten thousand times, a lie cannot come true. This time an authoritative slap in the face came.https://t.co/uTqXLHmas9 #COVID19
#COVID-19
#COVID
#Omicron",KyleHeb28707965
2022-01-31 15:47:09+00:00,1488177038825508872,"@historywoman Agreed it’s click bait. 
Think on this.
The UK were asked &amp; refused.
Yet 25,000 delegates attended COP26. 
Their Vax status wasn’t checked. 
Their Covid status wasn’t checkd
No-one went into Quarantine. 
3 weeks later Omicron exploded in Scotland. 
Trying to understand ☹️",yona1959
2022-01-31 15:47:08+00:00,1488177033251364866,Has Omicron reached its peak in Sonoma County? https://t.co/nQSyY0ByWS,KSRO
2022-01-31 15:47:06+00:00,1488177025290543105,"@khaleejtimes Omicron is no more deadly than the flu. Stop this clear abuse of our children.. Time to be on the right side of humanity..
#COVID19
#Dubai",Martin86239972
2022-01-31 15:47:06+00:00,1488177023411376129,"@JustinTrudeau Pfizer, and Moderna are researching a vax specifically for Omicron.  Why are you mandating 3rd, and potential 4th doses that dont work?  Canada did not agree to subscribe to the Big Pharma Vax subscription service.",kindlephotos
2022-01-31 15:47:03+00:00,1488177013269708801,Migrants in Mexico are on their own against omicron https://t.co/E76xHhUfJW,MexicoInstitute
2022-01-31 15:46:55+00:00,1488176977605505030,"@ReedCurtis The decision not to generally vaccinate 5-11 yo in Sweden has nothing whatsoever to do with the cost of vaccinations. It is because the benefits for this group have been found not to outweigh the risks. Also, expected limiting effect on virus spread is regarded as low. Omicron.",bjornfagerstedt
2022-01-31 15:46:54+00:00,1488176974388473857,"The Weather Channel: New &amp; More Transmissible Omicron Sub-Variant BA.2 on Its Way to Becoming UK's Dominant COVID-19 Strain | The Weather Channel - Articles from The Weather Channel | https://t.co/SxBANDhMsJ.
https://t.co/ZEMd5fpqyu",Masserman4
2022-01-31 15:46:50+00:00,1488176956449435650,"Oh no!  Reuters must be canceled for spreading ""misinformation"" about horse dewormer!!!  
CORRECTED-Japan's Kowa says ivermectin showed 'antiviral effect' against Omicron in research https://t.co/ZHoi8RTIzj",BellaLunaBotana
2022-01-31 15:46:47+00:00,1488176947545145344,"Man these post omicron naps are great. Woke up after 25 min snooze, didn't know if it was yesterday, midnight or tomorrow.",Aabhasharmaa
2022-01-31 15:46:46+00:00,1488176941760856068,Gavin Newsom: Post-Omicron Pivot for California Public Schools https://t.co/fTVcpoDTCc via @Change,rs_hwfan
2022-01-31 15:46:40+00:00,1488176917974900739,"@prudentgoa Testing reduced so new cases reduced but deaths r not in control, since health experts r telling omicron is not as dangerous as earlier covid verient , now doubt coming to kind is , these deaths r really covid death or something fishy is going on in the name of covid in goa?",SureshM79861235
2022-01-31 15:46:30+00:00,1488176873850871811,"@Tookie13 @sensiblemiddle “showed an ""antiviral effect"" against Omicron and other variants of coronavirus in joint non-clinical research.
The company, which has been working with Tokyo's Kitasato University on testing the drug as a potential treatment for COVID-19, did not provide further details.”",CascadiAntreefa
2022-01-31 15:46:28+00:00,1488176866808807441,"@GlockMa32897802 @intrepidbrit @luxeprogressive @joerogan @Spotify And for the vaccinated not being infected &amp; spreading, that was largely true with the prior variants. The vaccines haven't been as effective at stopping the spread/infection with Delta &amp; Omicron.",WiseGuyJackie
2022-01-31 15:46:28+00:00,1488176864124416001,"📍 Germany

Travel restrictions to enter Germany are quite strict in the wake of Omicron.

Some ski resorts in Germany are open but there are stringent rules in place in many locations.

Everything you need to know here 👉 https://t.co/UkD6zwESAR https://t.co/81H2ceSVzo",euronewstravel
2022-01-31 15:46:27+00:00,1488176862744363012,"@axios Why?

Did the booster protect you from Omicron? https://t.co/yvYu5hNrIX",MikeBotha16
2022-01-31 15:46:26+00:00,1488176856230776832,Pfizer CEO: Omicron Vaccine Is Coming in March | Amanpour and Company https://t.co/aYcgTBNvvl via @YouTube,SetiIX
2022-01-31 15:46:25+00:00,1488176855488372737,"@nilikm @JustinTrudeau Five days inadequate- in fact might be height of omicron transmission. Two issues highlighted - inadequate length of isolation time suggested by public health, access to rapid tests.",mlmessieh
2022-01-31 15:46:23+00:00,1488176842968207367,"The new Omicron subtype BA.2 could prolong the current wave of COVID-19 infection, scientists say https://t.co/O70uZRBPlI",lilienfeld1
2022-01-31 15:46:14+00:00,1488176805810946052,"An #inflation gauge the @federalreserve prefers rose at its fastest pace since 1982 last year, the #omicron coronavirus variant could put a damper on the @USDOL’s jobs report and consumer confidence drops further. | Story by @RlawsonMedia",CoStarNews
2022-01-31 15:46:10+00:00,1488176791365685248,"Japan's Kowa says iv3rm3ctin showed 'antiviral effect' against Omicron

https://t.co/spZY0PzTcu",Stalingrad_Poor
2022-01-31 15:46:10+00:00,1488176789570551809,"Russian Olympic skeleton medallist out of Beijing Games after contracting COVID-19, teammates also in doubt right now | CBC Sports https://t.co/T0MwhGpupJ @CBCHomestretch @cbcsports @CBCOlympics @Beijing2022 @iocmedia #COVID19 #Omicron",cbcDougDirks
2022-01-31 15:46:09+00:00,1488176787548819457,"#COVID19 | Haryana reports 3,563 new cases &amp; a positivity rate of 13.36% in the last 24 hours Active cases: 25,567 Total Omicron cases: 307   https://t.co/uZp6usC1R0",sarang143u
2022-01-31 15:46:08+00:00,1488176781433753612,"@ItsSko @Maria73711759 @BenSmit07859562 @CfLatitsfinest @globalnews This was with delta though, omicron is milder",Rodrigo14973985
2022-01-31 15:46:06+00:00,1488176774165024772,"Especially people who are still adamant that vaccine mandates are ethical. “Do your part, stop the spread” doesn’t apply with Omicron.",theladykatie
2022-01-31 15:46:00+00:00,1488176749405954056,@kiddlecoo @BobJacoby5 @Jim_Jordan actually since delta that is no longer true... as a matter of fact you are more likely to catch omicron if you are vaccinated,SCR03587350
2022-01-31 15:45:53+00:00,1488176719265779722,CORRECTED-Japan's Kowa says ivermectin showed 'antiviral effect' against Omicron in research | Reuters https://t.co/HpKJLVxFiq,Eurononomous
2022-01-31 15:45:52+00:00,1488176713905356813,"@NewEraCodeOnly @ScottAdamsSays ""Cloth masks are little more than facial decorations. There's no place for them in light of Omicron,"" CNN medical analyst Dr. Leana Wen, an emergency physician and visiting professor of health policy and management at the George Washington University Milken Institute School",Jameson05986451
2022-01-31 15:45:51+00:00,1488176709874688007,@NightShiftMD The problem is that every booster will increase your risk at adverse events. You also have an equal chance of contracting Omicron compared to an unvaccinateded person. Every healthy person should consider their combined risk of negative effects of jabs and covid. Lots of spikes!,Daphne82737530
2022-01-31 15:45:50+00:00,1488176708402434048,@WTEN News flash…vaccines do not stop the spread of the virus in any significant way. Especially in light of Omicron. The madness needs to end.,HipnickT
2022-01-31 15:45:50+00:00,1488176707559477252,@JuliaHB1 @bigdeano97 @LozzaFox @sajidjavid Normal common cold can be serious for some old and vulnerable just like omicron can be. Hence ‘common’ cold is not just a cold for some vulnerable,lbazza1
2022-01-31 15:45:50+00:00,1488176707312009224,Explainer-Scientists on alert over rising cases caused by Omicron cousin BA.2 https://t.co/D8OUYKXUei via @Yahoo,DancinLionheart
2022-01-31 15:45:46+00:00,1488176691168124931,"@MrsT106 It will never end. The Omicron variant can be gotten over and over and over again. Remember, this was engineered as a bio weapon in a lab to wreak havoc in the populace. It knows no season like the flu but will be worse in the winter.",paulhersh7
2022-01-31 15:45:46+00:00,1488176689645600770,"2) Aside from the province of SK - most of Canada has not absorbed the news about Omicron. Indeed, most are terrified.",CiceroandHayek
2022-01-31 15:45:45+00:00,1488176686726275088,But it’s Omicron …part of the exit and natural immunity downward mutation of C-19 …you didn’t need the jab https://t.co/RofWF7F4m6,chef_pax
2022-01-31 15:45:45+00:00,1488176684863877123,Delhi doctors ‘forced to work with Covid’ amid Omicron wave due to lack of testing https://t.co/YlRFVhGgeV,indypremium
2022-01-31 15:45:42+00:00,1488176673744994304,Omicron variant increases concerns about long COVID and its causes https://t.co/CWZbpFojgP,Mediaboxpakist1
2022-01-31 15:45:42+00:00,1488176672100601859,"People across Asia prepared on Jan. 31 for muted Lunar New Year celebrations amid concerns over the coronavirus and virulent omicron variant, as increasing vaccination rates raised hopes that the Year of the Tiger might bring life back closer to normal.
https://t.co/FZ5yN8UYsp",FujiiPonta
2022-01-31 15:45:42+00:00,1488176671094095872,"🧵It is very concerning to again see the rise in positive cases amongst children. 
Many children U12 have only received one dose of the vaccine &amp; are waiting a call for their 2nd dose 
While #Omicron is less severe than #Delta, significant risks and concerns remain 1/4 https://t.co/z7csvKjknK",CovidWomenVoice
2022-01-31 15:45:31+00:00,1488176628995866633,"Reuters really screwed up just now, wrongly reporting that a Phase III clinical trial showed Ivermectin was effective against Omicron, and then correcting the story after damage was already done. https://t.co/blZ3BsWBS2",ariehkovler
2022-01-31 15:45:25+00:00,1488176601145745408,"@B52Malmet #omicron kicked my butt this past week. I lost a week+ of income and will stay home this week as well. Mild only means “didn’t need hospitalization”. I was in bed with fever, chills, fatigue, severe cold, water pouring out of my eyes, body aches, and still have lingering fatigue.",Oheythere56
2022-01-31 15:45:25+00:00,1488176601070071810,"@MrsT106 @JustinTrudeau Amazing how stupid people are. SCIENCE, vaccines were never a cure, it lessons the symptoms. The more you let a virus breathe the more variants you will get that the vaccines were not designed for, designed for the original virus. If everyone would of got it, OMICRON would not be",THudson59618056
2022-01-31 15:45:23+00:00,1488176591750455315,CORRECTED-Japan's Kowa says ivermectin showed 'antiviral effect' against Omicron in research | Reuters https://t.co/QtUSPSdhCt,picklerickroar
2022-01-31 15:45:22+00:00,1488176589447872514,We have grant funding available to support rate paying travel and tourism businesses in Lichfield District through the Omicron Additional Restrictions Grant with up to £5000 available. For more information - https://t.co/LA6U7Q4FdW,Lichfield_DC
2022-01-31 15:45:19+00:00,1488176574629359621,"@ExHokie @BristolChamber @KingUnivBristol This partnership was agreed upon earlier in the year, prior to the Omicron surge, therefor we will be participating virtually in the @BristolChamber breakfast while still providing our financial support for the Chamber through our sponsorship. Thank you.",BalladHealth
2022-01-31 15:45:18+00:00,1488176570938249225,@KTLA Pneumonia lingers too but let’s completely ignore that bit of science so you can keep people living in fear. Lets also not forget that Omicron has very mild symptoms &amp; is basically a cold. You guys are seriously the worst.,ThugWife_76
2022-01-31 15:45:18+00:00,1488176570405642244,"@md_wallach @AndyGrewal I want to be clear, I say all of this as a 54 yr old male who locked down for near a year, got two shot of the Pfizer vax in March, got Delta in Sept ( sick two weeks) and then got Omicron in late Dec ( sick 1 week.) Give me one good reason I should get a booster at this point.",JasonSawyer78
2022-01-31 15:45:15+00:00,1488176558317654021,Japan's Kowa says ivermectin showed 'antiviral effect' against Omicron in research https://t.co/AFQFJwXNob via @Yahoo,ProfSteveWhite
2022-01-31 15:45:14+00:00,1488176553661976576,"I hope it resonates with a lot of people who are clinging to the false position that vaccines and especially boosters prevent transmission, that Justin Trudeau has Covid, and is boosted. Way more people need to realize that Omicron infects everyone, regardless.",theladykatie
2022-01-31 15:45:13+00:00,1488176552831504385,@ynotreyob @POTUS More people have died from the flu vs Omicron. Less than 1% children have died. 75% have comorbidities. Mandate weight loss &amp; no greasy food too. Dolt.,Lydiaw10
2022-01-31 15:45:12+00:00,1488176547680997382,"We seem to like days away from people deciding that if you don't have Omicron, you're obviously a recluse. Stigma, switching.",invisiblecount
2022-01-31 15:45:11+00:00,1488176542412853256,Scientists are on high alert since the Omicron relative BA.2 is causing an increase in cases. https://t.co/X7NQDxw7qo,citizens_1
2022-01-31 15:45:10+00:00,1488176537119911944,"@MediaPowerless It means as follows.

""In the Nonclitical studies, the effect by ivermectin against Omicron strain has been proved same as against Conventional strain(such as alpha, beta, gumma, and delta).""",naniwastat
2022-01-31 15:45:09+00:00,1488176534955466758,New U.S. Covid-19 case counts and hospitalizations data reinforces the experience of previous countries that Omicron is less dangerous to an infected individual https://t.co/OR67RL2SeB,WSJ
